SOURCE_SYSTEM,SOURCE_CODE,SOURCE_DESCRIPTION,TARGET_SYSTEM,TARGET_CODE,TARGET_DESCRIPTION
VN,3229,Saeta Air,REFERENCE.CORE.MERCHANT_CATEGORY,3229,Saeta Air
VN,3231,Sahsa – Servicio Aereo De Honduras Sahsa Air,REFERENCE.CORE.MERCHANT_CATEGORY,3231,Sahsa – Servicio Aereo De Honduras Sahsa Air
VN,3233,Capitol Air Capitol Air,REFERENCE.CORE.MERCHANT_CATEGORY,3233,Capitol Air Capitol Air
VN,3234,Caribbean Airlines Caribbeanair,REFERENCE.CORE.MERCHANT_CATEGORY,3234,Caribbean Airlines Caribbeanair
VN,3235,Brockway Air Brockway Air,REFERENCE.CORE.MERCHANT_CATEGORY,3235,Brockway Air Brockway Air
VN,3236,Air Arabia Airline Air Arabia,REFERENCE.CORE.MERCHANT_CATEGORY,3236,Air Arabia Airline Air Arabia
VN,3238,Bemidji Airlines Bemidji Air,REFERENCE.CORE.MERCHANT_CATEGORY,3238,Bemidji Airlines Bemidji Air
VN,3239,Bar Harbor Airlines Barharborair,REFERENCE.CORE.MERCHANT_CATEGORY,3239,Bar Harbor Airlines Barharborair
VN,3240,Bahamasair Bahamasair,REFERENCE.CORE.MERCHANT_CATEGORY,3240,Bahamasair Bahamasair
VN,3241,Aviateca (Guatemala) Aviateca Air,REFERENCE.CORE.MERCHANT_CATEGORY,3241,Aviateca (Guatemala) Aviateca Air
VN,3242,Avensa Avensa Air,REFERENCE.CORE.MERCHANT_CATEGORY,3242,Avensa Avensa Air
VN,3243,Austrian Air Service Aust Airserv,REFERENCE.CORE.MERCHANT_CATEGORY,3243,Austrian Air Service Aust Airserv
VN,3245,Easyjet Airlines Easyjet Air,REFERENCE.CORE.MERCHANT_CATEGORY,3245,Easyjet Airlines Easyjet Air
VN,3246,Ryanair Ryanair,REFERENCE.CORE.MERCHANT_CATEGORY,3246,Ryanair Ryanair
VN,3247,Gol Airlines Gol Air,REFERENCE.CORE.MERCHANT_CATEGORY,3247,Gol Airlines Gol Air
VN,3248,Tam Airlines Tam Air,REFERENCE.CORE.MERCHANT_CATEGORY,3248,Tam Airlines Tam Air
VN,3251,Aloha Airlines Aloha Air,REFERENCE.CORE.MERCHANT_CATEGORY,3251,Aloha Airlines Aloha Air
VN,3252,Alm Alm Airline,REFERENCE.CORE.MERCHANT_CATEGORY,3252,Alm Alm Airline
VN,3253,America West Airlines,REFERENCE.CORE.MERCHANT_CATEGORY,3253,America West Airlines
VN,3254,Us Air Shuttle Usairshutl,REFERENCE.CORE.MERCHANT_CATEGORY,3254,Us Air Shuttle Usairshutl
VN,3256,Alaska Airlines Alaska Air,REFERENCE.CORE.MERCHANT_CATEGORY,3256,Alaska Airlines Alaska Air
VN,3259,American Trans Air Ata Air,REFERENCE.CORE.MERCHANT_CATEGORY,3259,American Trans Air Ata Air
VN,3260,Spirit Airlines Spirit Air,REFERENCE.CORE.MERCHANT_CATEGORY,3260,Spirit Airlines Spirit Air
VN,3261,Air China Air China,REFERENCE.CORE.MERCHANT_CATEGORY,3261,Air China Air China
VN,3262,"Reno Air, Inc. Reno Air",REFERENCE.CORE.MERCHANT_CATEGORY,3262,"Reno Air, Inc. Reno Air"
VN,3263,Aero Servico Carabobo Asc Airline,REFERENCE.CORE.MERCHANT_CATEGORY,3263,Aero Servico Carabobo Asc Airline
VN,3266,Air Seychelles Air Seych,REFERENCE.CORE.MERCHANT_CATEGORY,3266,Air Seychelles Air Seych
VN,3267,Air Panama Air Panama,REFERENCE.CORE.MERCHANT_CATEGORY,3267,Air Panama Air Panama
VN,3268,Airline Carrier - Network-Specific Assignment,REFERENCE.CORE.MERCHANT_CATEGORY,3268,Airline Carrier - Network-Specific Assignment
VN,3273,Airline Carrier - Network-Specific Assignment,REFERENCE.CORE.MERCHANT_CATEGORY,3273,Airline Carrier - Network-Specific Assignment
VN,3274,Airline Carrier - Network-Specific Assignment,REFERENCE.CORE.MERCHANT_CATEGORY,3274,Airline Carrier - Network-Specific Assignment
VN,3275,Airline Carrier - Network-Specific Assignment,REFERENCE.CORE.MERCHANT_CATEGORY,3275,Airline Carrier - Network-Specific Assignment
VN,3276,Airline Carrier - Network-Specific Assignment,REFERENCE.CORE.MERCHANT_CATEGORY,3276,Airline Carrier - Network-Specific Assignment
VN,3277,Airline Carrier - Network-Specific Assignment,REFERENCE.CORE.MERCHANT_CATEGORY,3277,Airline Carrier - Network-Specific Assignment
VN,3279,Airline Carrier - Network-Specific Assignment,REFERENCE.CORE.MERCHANT_CATEGORY,3279,Airline Carrier - Network-Specific Assignment
VN,3280,Air Jamaica Air Jamaica,REFERENCE.CORE.MERCHANT_CATEGORY,3280,Air Jamaica Air Jamaica
VN,3281,Airline Carrier - Network-Specific Assignment,REFERENCE.CORE.MERCHANT_CATEGORY,3281,Airline Carrier - Network-Specific Assignment
VN,3282,Air Djibouti Air Djibouti,REFERENCE.CORE.MERCHANT_CATEGORY,3282,Air Djibouti Air Djibouti
VN,3284,Aero Virgin Islands Aervirginis,REFERENCE.CORE.MERCHANT_CATEGORY,3284,Aero Virgin Islands Aervirginis
VN,3285,Aeroperu Aeroperu,REFERENCE.CORE.MERCHANT_CATEGORY,3285,Aeroperu Aeroperu
VN,3286,Aerolineas Nicaraguensis Aeronicarag,REFERENCE.CORE.MERCHANT_CATEGORY,3286,Aerolineas Nicaraguensis Aeronicarag
VN,3287,Aero Coach Aviation Aerocoach Av,REFERENCE.CORE.MERCHANT_CATEGORY,3287,Aero Coach Aviation Aerocoach Av
VN,3291,Ariana Afghan Airlines,REFERENCE.CORE.MERCHANT_CATEGORY,3291,Ariana Afghan Airlines
VN,3292,Cyprus Airways Cyprus Air,REFERENCE.CORE.MERCHANT_CATEGORY,3292,Cyprus Airways Cyprus Air
VN,3293,Ecuatoriana Ecuatoriana,REFERENCE.CORE.MERCHANT_CATEGORY,3293,Ecuatoriana Ecuatoriana
VN,3294,Ethiopian Airlines Ethiopian Air,REFERENCE.CORE.MERCHANT_CATEGORY,3294,Ethiopian Airlines Ethiopian Air
VN,3295,Kenya Airways Kenya Air,REFERENCE.CORE.MERCHANT_CATEGORY,3295,Kenya Airways Kenya Air
VN,3296,Air Berlin Air Berlin,REFERENCE.CORE.MERCHANT_CATEGORY,3296,Air Berlin Air Berlin
VN,3297,Tarom Romanian Air Transport Tarom Air,REFERENCE.CORE.MERCHANT_CATEGORY,3297,Tarom Romanian Air Transport Tarom Air
VN,3298,Air Mauritius Airmauritius,REFERENCE.CORE.MERCHANT_CATEGORY,3298,Air Mauritius Airmauritius
VN,3299,Wideroe’s Flyveselskap Wideroes,REFERENCE.CORE.MERCHANT_CATEGORY,3299,Wideroe’s Flyveselskap Wideroes
VN,3300,Azul Air Azul Air,REFERENCE.CORE.MERCHANT_CATEGORY,3300,Azul Air Azul Air
VN,3301,Wizz Air Wizz Air,REFERENCE.CORE.MERCHANT_CATEGORY,3301,Wizz Air Wizz Air
VN,3302,Flybe Ltd Flybeair,REFERENCE.CORE.MERCHANT_CATEGORY,3302,Flybe Ltd Flybeair
VN,3303,Tigerair Tigerair,REFERENCE.CORE.MERCHANT_CATEGORY,3303,Tigerair Tigerair
VN,3304,Air Baltic Airbaltic,REFERENCE.CORE.MERCHANT_CATEGORY,3304,Air Baltic Airbaltic
VN,3308,China Southern Airlines China Southern,REFERENCE.CORE.MERCHANT_CATEGORY,3308,China Southern Airlines China Southern
VN,3351,Affiliated Auto Rental,REFERENCE.CORE.MERCHANT_CATEGORY,3351,Affiliated Auto Rental
VN,3352,American Intl Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3352,American Intl Rent-A-Car
VN,3353,Brooks Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3353,Brooks Rent-A-Car
VN,3354,Action Auto Rental,REFERENCE.CORE.MERCHANT_CATEGORY,3354,Action Auto Rental
VN,3355,Sixt Car Rental,REFERENCE.CORE.MERCHANT_CATEGORY,3355,Sixt Car Rental
VN,3357,Hertz,REFERENCE.CORE.MERCHANT_CATEGORY,3357,Hertz
VN,3359,Payless Car Rental,REFERENCE.CORE.MERCHANT_CATEGORY,3359,Payless Car Rental
VN,3360,Snappy Car Rental,REFERENCE.CORE.MERCHANT_CATEGORY,3360,Snappy Car Rental
VN,3361,Airways Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3361,Airways Rent-A-Car
VN,3362,Altra Auto Rental,REFERENCE.CORE.MERCHANT_CATEGORY,3362,Altra Auto Rental
VN,3364,Agency Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3364,Agency Rent-A-Car
VN,3366,Budget Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3366,Budget Rent-A-Car
VN,3368,Holiday Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3368,Holiday Rent-A-Car
VN,3370,Rent-A-Wreck,REFERENCE.CORE.MERCHANT_CATEGORY,3370,Rent-A-Wreck
VN,3374,Accent Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3374,Accent Rent-A-Car
VN,3376,Ajax Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3376,Ajax Rent-A-Car
VN,3380,Triangle Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3380,Triangle Rent-A-Car
VN,3381,Europ Car,REFERENCE.CORE.MERCHANT_CATEGORY,3381,Europ Car
VN,3385,Tropical Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3385,Tropical Rent-A-Car
VN,3386,Showcase Rental Cars,REFERENCE.CORE.MERCHANT_CATEGORY,3386,Showcase Rental Cars
VN,3387,Alamo Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3387,Alamo Rent-A-Car
VN,3388,Merchants Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3388,Merchants Rent-A-Car
VN,3389,Avis Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3389,Avis Rent-A-Car
VN,3390,Dollar Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3390,Dollar Rent-A-Car
VN,3391,Europe By Car,REFERENCE.CORE.MERCHANT_CATEGORY,3391,Europe By Car
VN,3393,National Car Rental,REFERENCE.CORE.MERCHANT_CATEGORY,3393,National Car Rental
VN,3394,Kemwell Group Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3394,Kemwell Group Rent-A-Car
VN,3395,Thrifty Car Rental,REFERENCE.CORE.MERCHANT_CATEGORY,3395,Thrifty Car Rental
VN,3396,Tilden Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3396,Tilden Rent-A-Car
VN,3398,Econo-Car Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3398,Econo-Car Rent-A-Car
VN,3399,Car Rental Agency - Network-Specific Assignment,REFERENCE.CORE.MERCHANT_CATEGORY,3399,Car Rental Agency - Network-Specific Assignment
VN,3400,Auto Host Car Rentals,REFERENCE.CORE.MERCHANT_CATEGORY,3400,Auto Host Car Rentals
VN,3405,Enterprise Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3405,Enterprise Rent-A-Car
VN,3409,General Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3409,General Rent-A-Car
VN,3411,Car Rental Agency - Network-Specific Assignment,REFERENCE.CORE.MERCHANT_CATEGORY,3411,Car Rental Agency - Network-Specific Assignment
VN,3412,A-1 Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3412,A-1 Rent-A-Car
VN,3414,Godfrey Natl Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3414,Godfrey Natl Rent-A-Car
VN,3419,Alpha Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3419,Alpha Rent-A-Car
VN,3420,Ansa Intl Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3420,Ansa Intl Rent-A-Car
VN,3421,Allstate Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3421,Allstate Rent-A-Car
VN,3423,Avcar Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3423,Avcar Rent-A-Car
VN,3425,Automate Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3425,Automate Rent-A-Car
VN,3427,Avon Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3427,Avon Rent-A-Car
VN,3428,Carey Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3428,Carey Rent-A-Car
VN,3429,Insurance Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3429,Insurance Rent-A-Car
VN,3430,Major Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3430,Major Rent-A-Car
VN,3431,Replacement Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3431,Replacement Rent-A-Car
VN,3432,Reserve Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3432,Reserve Rent-A-Car
VN,3433,Ugly Duckling Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3433,Ugly Duckling Rent-A-Car
VN,3434,Usa Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3434,Usa Rent-A-Car
VN,3435,Value Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3435,Value Rent-A-Car
VN,3436,Autohansa Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3436,Autohansa Rent-A-Car
VN,3437,Cite Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3437,Cite Rent-A-Car
VN,3438,Interent Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3438,Interent Rent-A-Car
VN,3439,Milleville Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3439,Milleville Rent-A-Car
VN,3440,Car Rental Agency - Network-Specific Assignment,REFERENCE.CORE.MERCHANT_CATEGORY,3440,Car Rental Agency - Network-Specific Assignment
VN,3441,Advantage Rent-A-Car,REFERENCE.CORE.MERCHANT_CATEGORY,3441,Advantage Rent-A-Car
VN,3501,Holiday Inns,REFERENCE.CORE.MERCHANT_CATEGORY,3501,Holiday Inns
VN,3502,Best Western Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3502,Best Western Hotels
VN,3503,Sheraton,REFERENCE.CORE.MERCHANT_CATEGORY,3503,Sheraton
VN,3504,Hilton Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3504,Hilton Hotels
VN,3505,Forte Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3505,Forte Hotels
VN,3506,Golden Tulip Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3506,Golden Tulip Hotels
VN,3507,Friendship Inns,REFERENCE.CORE.MERCHANT_CATEGORY,3507,Friendship Inns
VN,3508,Quality Inns,REFERENCE.CORE.MERCHANT_CATEGORY,3508,Quality Inns
VN,3509,Marriott,REFERENCE.CORE.MERCHANT_CATEGORY,3509,Marriott
VN,3510,Days Inns,REFERENCE.CORE.MERCHANT_CATEGORY,3510,Days Inns
VN,3511,Arabella Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3511,Arabella Hotels
VN,3512,Inter-Continental Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3512,Inter-Continental Hotels
VN,3513,Westin,REFERENCE.CORE.MERCHANT_CATEGORY,3513,Westin
VN,3514,Amerisuites,REFERENCE.CORE.MERCHANT_CATEGORY,3514,Amerisuites
VN,3515,Rodeway Inns,REFERENCE.CORE.MERCHANT_CATEGORY,3515,Rodeway Inns
VN,3516,La Quinta Inn and Suites,REFERENCE.CORE.MERCHANT_CATEGORY,3516,La Quinta Inn and Suites
VN,3517,Americana Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3517,Americana Hotels
VN,3518,Sol Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3518,Sol Hotels
VN,3519,Pullman International Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3519,Pullman International Hotels
VN,3520,Meridien Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3520,Meridien Hotels
VN,3521,Royal Lahaina Resorts,REFERENCE.CORE.MERCHANT_CATEGORY,3521,Royal Lahaina Resorts
VN,3522,Tokyo Hotel,REFERENCE.CORE.MERCHANT_CATEGORY,3522,Tokyo Hotel
VN,3523,Peninsula Hotel,REFERENCE.CORE.MERCHANT_CATEGORY,3523,Peninsula Hotel
VN,3524,Welcomgroup Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3524,Welcomgroup Hotels
VN,3525,Dunfey Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3525,Dunfey Hotels
VN,3526,Prince Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3526,Prince Hotels
VN,3527,Downtowner-Passport Hotel,REFERENCE.CORE.MERCHANT_CATEGORY,3527,Downtowner-Passport Hotel
VN,3528,Red Lion Inns,REFERENCE.CORE.MERCHANT_CATEGORY,3528,Red Lion Inns
VN,3529,Cp Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3529,Cp Hotels
VN,3530,Renaissance Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3530,Renaissance Hotels
VN,3531,Kauai Coconut Beach Resort,REFERENCE.CORE.MERCHANT_CATEGORY,3531,Kauai Coconut Beach Resort
VN,3532,Royal Kona Resort,REFERENCE.CORE.MERCHANT_CATEGORY,3532,Royal Kona Resort
VN,3533,Hotel Ibis,REFERENCE.CORE.MERCHANT_CATEGORY,3533,Hotel Ibis
VN,3534,Southern Pacific Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3534,Southern Pacific Hotels
VN,3535,Hilton Internationals,REFERENCE.CORE.MERCHANT_CATEGORY,3535,Hilton Internationals
VN,3536,Amfac Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3536,Amfac Hotels
VN,3537,Ana Hotel,REFERENCE.CORE.MERCHANT_CATEGORY,3537,Ana Hotel
VN,3538,Concorde Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3538,Concorde Hotels
VN,3539,Summerfield Suites Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3539,Summerfield Suites Hotels
VN,3540,Iberotel Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3540,Iberotel Hotels
VN,3541,Hotel Okura,REFERENCE.CORE.MERCHANT_CATEGORY,3541,Hotel Okura
VN,3542,Royal Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3542,Royal Hotels
VN,3543,Four Seasons Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3543,Four Seasons Hotels
VN,3544,Ciga Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3544,Ciga Hotels
VN,3545,Shangri-La International,REFERENCE.CORE.MERCHANT_CATEGORY,3545,Shangri-La International
VN,3546,Hotel Sierra,REFERENCE.CORE.MERCHANT_CATEGORY,3546,Hotel Sierra
VN,3547,Breakers Resort,REFERENCE.CORE.MERCHANT_CATEGORY,3547,Breakers Resort
VN,3548,Hoteles Melia,REFERENCE.CORE.MERCHANT_CATEGORY,3548,Hoteles Melia
VN,3549,Auberge Des Governeurs,REFERENCE.CORE.MERCHANT_CATEGORY,3549,Auberge Des Governeurs
VN,3550,Regal 8 Inns,REFERENCE.CORE.MERCHANT_CATEGORY,3550,Regal 8 Inns
VN,3551,Mirage Hotel and Casino,REFERENCE.CORE.MERCHANT_CATEGORY,3551,Mirage Hotel and Casino
VN,3552,Coast Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3552,Coast Hotels
VN,3553,Park Inns International,REFERENCE.CORE.MERCHANT_CATEGORY,3553,Park Inns International
VN,3554,Pinehurst Resort,REFERENCE.CORE.MERCHANT_CATEGORY,3554,Pinehurst Resort
VN,3555,Treasure Island Hotel and Casino,REFERENCE.CORE.MERCHANT_CATEGORY,3555,Treasure Island Hotel and Casino
VN,3556,Barton Creek Resort,REFERENCE.CORE.MERCHANT_CATEGORY,3556,Barton Creek Resort
VN,3557,Manhattan East Suite Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3557,Manhattan East Suite Hotels
VN,3558,Jolly Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3558,Jolly Hotels
VN,3559,Candlewood Suites,REFERENCE.CORE.MERCHANT_CATEGORY,3559,Candlewood Suites
VN,3560,Aladdin Resort and Casino,REFERENCE.CORE.MERCHANT_CATEGORY,3560,Aladdin Resort and Casino
VN,3561,Golden Nugget,REFERENCE.CORE.MERCHANT_CATEGORY,3561,Golden Nugget
VN,3562,Comfort Inns,REFERENCE.CORE.MERCHANT_CATEGORY,3562,Comfort Inns
VN,3563,Journey’s End Motels,REFERENCE.CORE.MERCHANT_CATEGORY,3563,Journey’s End Motels
VN,3564,Sam’s Town Hotel and Casino,REFERENCE.CORE.MERCHANT_CATEGORY,3564,Sam’s Town Hotel and Casino
VN,3565,Relax Inns,REFERENCE.CORE.MERCHANT_CATEGORY,3565,Relax Inns
VN,3566,Garden Place Hotel,REFERENCE.CORE.MERCHANT_CATEGORY,3566,Garden Place Hotel
VN,3567,Soho Grand Hotel,REFERENCE.CORE.MERCHANT_CATEGORY,3567,Soho Grand Hotel
VN,3568,Ladbroke Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3568,Ladbroke Hotels
VN,3569,Tribeca Grand Hotel,REFERENCE.CORE.MERCHANT_CATEGORY,3569,Tribeca Grand Hotel
VN,3570,Forum Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3570,Forum Hotels
VN,3571,Grand Wailea Resort,REFERENCE.CORE.MERCHANT_CATEGORY,3571,Grand Wailea Resort
VN,3572,Miyako Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3572,Miyako Hotels
VN,3573,Sandman Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3573,Sandman Hotels
VN,3574,Venture Inns,REFERENCE.CORE.MERCHANT_CATEGORY,3574,Venture Inns
VN,3575,Vagabond Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3575,Vagabond Hotels
VN,3576,La Quinta Resort,REFERENCE.CORE.MERCHANT_CATEGORY,3576,La Quinta Resort
VN,3577,Mandarin Oriental Hotel,REFERENCE.CORE.MERCHANT_CATEGORY,3577,Mandarin Oriental Hotel
VN,3578,Frankenmuth Bavarian,REFERENCE.CORE.MERCHANT_CATEGORY,3578,Frankenmuth Bavarian
VN,3579,Hotel Mercure,REFERENCE.CORE.MERCHANT_CATEGORY,3579,Hotel Mercure
VN,3580,Hotel Del Coronado,REFERENCE.CORE.MERCHANT_CATEGORY,3580,Hotel Del Coronado
VN,3581,Delta Hotel,REFERENCE.CORE.MERCHANT_CATEGORY,3581,Delta Hotel
VN,3582,California Hotel and Casino,REFERENCE.CORE.MERCHANT_CATEGORY,3582,California Hotel and Casino
VN,3583,Radisson Blu,REFERENCE.CORE.MERCHANT_CATEGORY,3583,Radisson Blu
VN,3584,Princess Hotels International,REFERENCE.CORE.MERCHANT_CATEGORY,3584,Princess Hotels International
VN,3585,Hungar Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3585,Hungar Hotels
VN,3586,Sokos Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3586,Sokos Hotels
VN,3587,Doral Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3587,Doral Hotels
VN,3588,Helmsley Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3588,Helmsley Hotels
VN,3589,Doral Golf Resort,REFERENCE.CORE.MERCHANT_CATEGORY,3589,Doral Golf Resort
VN,3590,Fairmont Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3590,Fairmont Hotels
VN,3591,Sonesta Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3591,Sonesta Hotels
VN,3592,Omni Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3592,Omni Hotels
VN,3593,Cunard Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3593,Cunard Hotels
VN,3594,Arizona Biltmore,REFERENCE.CORE.MERCHANT_CATEGORY,3594,Arizona Biltmore
VN,3595,Hospitality Inns,REFERENCE.CORE.MERCHANT_CATEGORY,3595,Hospitality Inns
VN,3596,Wynn Las Vegas,REFERENCE.CORE.MERCHANT_CATEGORY,3596,Wynn Las Vegas
VN,3597,Riverside Resort Hotel and Casino,REFERENCE.CORE.MERCHANT_CATEGORY,3597,Riverside Resort Hotel and Casino
VN,3598,Regent International Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3598,Regent International Hotels
VN,3599,Pannonia Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3599,Pannonia Hotels
VN,3600,Saddlebrook Resort Tampa,REFERENCE.CORE.MERCHANT_CATEGORY,3600,Saddlebrook Resort Tampa
VN,3601,Tradewinds Resorts,REFERENCE.CORE.MERCHANT_CATEGORY,3601,Tradewinds Resorts
VN,3602,Hudson Hotel,REFERENCE.CORE.MERCHANT_CATEGORY,3602,Hudson Hotel
VN,3603,Noah’s Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3603,Noah’s Hotels
VN,3604,Hilton Garden Inn,REFERENCE.CORE.MERCHANT_CATEGORY,3604,Hilton Garden Inn
VN,3605,Jurys Doyle Hotel Group,REFERENCE.CORE.MERCHANT_CATEGORY,3605,Jurys Doyle Hotel Group
VN,3606,Jefferson Hotel,REFERENCE.CORE.MERCHANT_CATEGORY,3606,Jefferson Hotel
VN,3607,Fontainebleau Resorts,REFERENCE.CORE.MERCHANT_CATEGORY,3607,Fontainebleau Resorts
VN,3608,Gaylord Opryland,REFERENCE.CORE.MERCHANT_CATEGORY,3608,Gaylord Opryland
VN,3609,Gaylord Palms,REFERENCE.CORE.MERCHANT_CATEGORY,3609,Gaylord Palms
VN,3610,Gaylord Texan,REFERENCE.CORE.MERCHANT_CATEGORY,3610,Gaylord Texan
VN,3611,Lodging Establishment - Network-Specific Assignment,REFERENCE.CORE.MERCHANT_CATEGORY,3611,Lodging Establishment - Network-Specific Assignment
VN,3612,Moevenpick Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3612,Moevenpick Hotels
VN,3613,Microtel Inns & Suites,REFERENCE.CORE.MERCHANT_CATEGORY,3613,Microtel Inns & Suites
VN,3614,Americinn,REFERENCE.CORE.MERCHANT_CATEGORY,3614,Americinn
VN,3615,Travelodge,REFERENCE.CORE.MERCHANT_CATEGORY,3615,Travelodge
VN,3616,Hermitage Hotel,REFERENCE.CORE.MERCHANT_CATEGORY,3616,Hermitage Hotel
VN,3617,America’s Best Value Inn,REFERENCE.CORE.MERCHANT_CATEGORY,3617,America’s Best Value Inn
VN,3618,Great Wolf,REFERENCE.CORE.MERCHANT_CATEGORY,3618,Great Wolf
VN,3619,Aloft,REFERENCE.CORE.MERCHANT_CATEGORY,3619,Aloft
VN,3620,Binion’s Horseshoe Club,REFERENCE.CORE.MERCHANT_CATEGORY,3620,Binion’s Horseshoe Club
VN,3621,Extended Stay,REFERENCE.CORE.MERCHANT_CATEGORY,3621,Extended Stay
VN,3622,Merlin Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3622,Merlin Hotels
VN,3623,Dorint Hotels,REFERENCE.CORE.MERCHANT_CATEGORY,3623,Dorint Hotels
VN,3624,Lady Luck Hotel and Casino,REFERENCE.CORE.MERCHANT_CATEGORY,3624,Lady Luck Hotel and Casino
VN,3625,Hotel Universale,REFERENCE.CORE.MERCHANT_CATEGORY,3625,Hotel Universale
VN,3626,Studio Plus,REFERENCE.CORE.MERCHANT_CATEGORY,3626,Studio Plus
VN,3627,Extended Stay America,REFERENCE.CORE.MERCHANT_CATEGORY,3627,Extended Stay America
VN,3628,Excalibur Hotel and Casino,REFERENCE.CORE.MERCHANT_CATEGORY,3628,Excalibur Hotel and Casino
